Date,Close Price
2021-11-04,43.119998931884766
2021-11-04,43.119998931884766
2021-11-04,43.119998931884766
2021-11-04,43.119998931884766
2021-11-04,43.119998931884766
2021-11-04,43.119998931884766
2021-11-04,43.119998931884766
2021-11-04,43.119998931884766
2021-11-04,43.119998931884766
2021-11-04,43.119998931884766
2021-11-04,43.119998931884766
2021-11-04,43.119998931884766
2021-11-04,43.119998931884766
2021-11-04,43.119998931884766
2021-11-04,43.119998931884766
2021-11-04,43.119998931884766
2021-11-04,43.119998931884766
2021-11-04,43.119998931884766
2021-11-05,42.290000915527344
2021-11-05,42.290000915527344
2021-11-05,42.290000915527344
2021-11-05,42.290000915527344
2021-11-05,42.290000915527344
2021-11-05,42.290000915527344
2021-11-05,42.290000915527344
2021-11-05,42.290000915527344
2021-11-05,42.290000915527344
2021-11-05,42.290000915527344
2021-11-05,42.290000915527344
2021-11-05,42.290000915527344
2021-11-05,42.290000915527344
2021-11-08,43.20000076293945
2021-11-08,43.20000076293945
2021-11-08,43.20000076293945
2021-11-08,43.20000076293945
2021-11-08,43.20000076293945
2021-11-08,43.20000076293945
2021-11-08,43.20000076293945
2021-11-08,43.20000076293945
2021-11-08,43.20000076293945
2021-11-08,43.20000076293945
2021-11-08,43.20000076293945
2021-11-08,43.20000076293945
2021-11-08,43.20000076293945
2021-11-12,42.66999816894531
2021-11-12,42.66999816894531
2021-11-12,42.66999816894531
2021-11-12,42.66999816894531
2021-11-12,42.66999816894531
2021-11-12,42.66999816894531
2021-11-12,42.66999816894531
2021-11-12,42.66999816894531
2021-11-12,42.66999816894531
2021-11-12,42.66999816894531
2022-03-14,14.100000381469728
2022-03-14,14.100000381469728
2022-03-14,14.100000381469728
2022-03-14,14.100000381469728
2022-03-14,14.100000381469728
2022-03-14,14.100000381469728
2022-03-14,14.100000381469728
2022-03-14,14.100000381469728
2022-03-14,14.100000381469728
2022-03-14,14.100000381469728
2022-03-14,14.100000381469728
2022-03-14,14.100000381469728
2022-03-14,14.100000381469728
2022-03-14,14.100000381469728
2022-05-09,13.550000190734863
2022-05-09,13.550000190734863
2022-05-09,13.550000190734863
2022-05-10,13.4399995803833
2022-05-10,13.4399995803833
2022-05-10,13.4399995803833
2022-05-10,13.4399995803833
2022-05-10,13.4399995803833
2022-05-10,13.4399995803833
2022-05-11,12.710000038146973
2022-05-11,12.710000038146973
2022-05-11,12.710000038146973
2022-05-11,12.710000038146973
2022-05-11,12.710000038146973
2022-05-11,12.710000038146973
2022-05-11,12.710000038146973
2022-05-11,12.710000038146973
2022-05-12,13.100000381469728
2022-05-12,13.100000381469728
2022-05-12,13.100000381469728
2022-05-12,13.100000381469728
2022-05-13,14.3100004196167
2022-05-13,14.3100004196167
2022-05-13,14.3100004196167
2022-05-13,14.3100004196167
2022-05-13,14.3100004196167
2022-05-13,14.3100004196167
2022-05-13,14.3100004196167
2022-05-13,14.3100004196167
2022-05-13,14.3100004196167
2022-05-16,14.550000190734863
2022-05-16,14.550000190734863
2022-05-16,14.550000190734863
2022-05-16,14.550000190734863
2022-05-16,14.550000190734863
2022-05-16,14.550000190734863
2022-05-24,14.630000114440918
2022-05-24,14.630000114440918
2022-05-24,14.630000114440918
2022-05-24,14.630000114440918
2022-05-25,14.640000343322754
2022-05-25,14.640000343322754
